PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is in sitemap,Referenced in sitemaps,No. of all inlinks
3,https://tranvas.com/id/features,,text/html; charset=utf-8,false,404,0,true,https://tranvas.com/sitemap.xml,1
3,https://tranvas.com/id/terms-of-service,,text/html; charset=utf-8,false,404,0,true,https://tranvas.com/sitemap.xml,1
3,https://tranvas.com/id/contact,,text/html; charset=utf-8,false,404,0,true,https://tranvas.com/sitemap.xml,1
3,https://tranvas.com/id/privacy-policy,,text/html; charset=utf-8,false,404,0,true,https://tranvas.com/sitemap.xml,1
