PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,Is redirect loop,No. of all inlinks,No. of redirect inlinks,First found at
0,http://tranvas.com/,,,false,302,0,https://tranvas.com/,200,false,0,0,
0,http://www.tranvas.com/,,,false,302,0,https://www.tranvas.com/,200,false,0,0,
