PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,No. of canonical inlinks,No. of href inlinks,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status
30,https://tranvas.com/id,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,0,1,0,https://tranvas.com/id,200,,
