PR,PR previous,URL,URL previous,Title,Title previous,Content type,Content type previous,Is rendered page,Is rendered page previous,HTTP status code,HTTP status code previous,Redirect chain URLs,Redirect chain URLs previous,Redirect chain URLs codes,Redirect chain URLs codes previous,Is redirect loop,Is redirect loop previous,No. of all inlinks,No. of all inlinks previous,First found at,First found at previous
0,0,https://tranvas.com/en/solutions/finance-mastery,https://tranvas.com/en/solutions/finance-mastery,,,,,false,false,307,302,https://tranvas.com/solutions/finance-mastery,https://tranvas.com/id/login,200,200,false,false,1,0,https://tranvas.com/solutions/finance-mastery,
0,0,https://tranvas.com/en/features/finance,https://tranvas.com/en/features/finance,,,,,false,false,307,302,https://tranvas.com/features/finance,https://tranvas.com/id/login,200,200,false,false,1,0,https://tranvas.com/features/finance,
0,0,https://tranvas.com/en/features/planner,https://tranvas.com/en/features/planner,,,,,false,false,307,302,https://tranvas.com/features/planner,https://tranvas.com/id/login,200,200,false,false,1,0,https://tranvas.com/features/planner,
